,name,Player_ID,MATCHUP,WL,FG3_PCT,FGM,FTM,MIN,REB,AST,PTS,BLK,STL
54,LeBron James,2544,CLE @ TOR,W,0.5,9,15,41,8,7.0,35,0,1
55,LeBron James,2544,CLE vs. TOR,W,0.667,10,15,37,6,4.0,39,2,3
56,LeBron James,2544,CLE vs. TOR,W,0.4,13,7,41,10,4.0,35,1,1
57,LeBron James,2544,CLE @ IND,W,0.333,13,6,45,10,4.0,33,2,4
58,LeBron James,2544,CLE @ IND,W,0.5,14,7,45,13,12.0,41,2,1
59,LeBron James,2544,CLE vs. IND,W,0.0,11,3,42,10,7.0,25,4,4
60,LeBron James,2544,CLE vs. IND,W,0.667,12,6,43,6,13.0,32,0,3
61,LeBron James,2544,CLE @ GSW,W,0.2,9,8,47,11,11.0,27,3,2
62,LeBron James,2544,CLE vs. GSW,W,0.5,16,6,43,8,11.0,41,3,4
63,LeBron James,2544,CLE @ GSW,W,0.5,16,5,43,16,7.0,41,3,3
64,LeBron James,2544,CLE vs. GSW,L,0.2,11,2,46,13,9.0,25,3,2
65,LeBron James,2544,CLE vs. GSW,W,0.5,14,3,40,11,6.0,32,2,1
66,LeBron James,2544,CLE @ GSW,L,0.2,7,4,34,8,9.0,19,1,4
67,LeBron James,2544,CLE @ GSW,L,0.5,9,3,41,12,9.0,23,1,2
68,LeBron James,2544,CLE @ TOR,W,0.5,13,4,41,11,6.0,33,3,1
69,LeBron James,2544,CLE vs. TOR,W,0.5,10,1,32,6,8.0,23,1,2
70,LeBron James,2544,CLE @ TOR,L,0.333,11,6,46,9,6.0,29,1,2
71,LeBron James,2544,CLE @ TOR,L,0.2,9,5,39,8,5.0,24,0,2
72,LeBron James,2544,CLE vs. TOR,W,0.0,7,9,34,11,11.0,23,0,3
73,LeBron James,2544,CLE vs. TOR,W,0.0,11,2,28,6,4.0,24,1,2
74,LeBron James,2544,CLE @ ATL,W,0.2,10,0,38,10,9.0,21,1,2
75,LeBron James,2544,CLE @ ATL,W,0.25,8,7,39,13,8.0,24,0,2
76,LeBron James,2544,CLE vs. ATL,W,0.667,9,5,28,4,5.0,27,0,3
77,LeBron James,2544,CLE vs. ATL,W,0.5,11,1,41,7,9.0,25,1,5
78,LeBron James,2544,CLE @ DET,W,0.167,9,3,41,11,6.0,22,0,2
79,LeBron James,2544,CLE @ DET,W,0.167,8,3,43,13,7.0,20,1,0
80,LeBron James,2544,CLE vs. DET,W,0.5,12,1,40,6,3.0,27,0,3
81,LeBron James,2544,CLE vs. DET,W,0.0,9,4,41,6,11.0,22,2,2
82,LeBron James,2544,CLE vs. GSW,L,0.2,13,4,47,18,9.0,32,0,2
83,LeBron James,2544,CLE @ GSW,L,0.375,15,7,45,14,11.0,40,0,1
84,LeBron James,2544,CLE vs. GSW,L,0.25,7,5,41,12,8.0,20,0,0
85,LeBron James,2544,CLE vs. GSW,W,0.333,14,10,46,12,8.0,40,2,4
86,LeBron James,2544,CLE @ GSW,W,0.5,11,14,50,16,11.0,39,1,1
87,LeBron James,2544,CLE @ GSW,L,0.25,18,6,46,8,6.0,44,0,0
88,LeBron James,2544,CLE vs. ATL,W,0.333,10,1,29,9,7.0,23,1,2
89,LeBron James,2544,CLE vs. ATL,W,0.167,14,8,47,18,13.0,37,0,3
90,LeBron James,2544,CLE @ ATL,W,0.286,10,8,39,9,11.0,30,1,0
91,LeBron James,2544,CLE @ ATL,W,0.0,12,7,38,8,6.0,31,0,1
92,LeBron James,2544,CLE @ CHI,W,0.0,7,1,41,9,11.0,15,2,0
93,LeBron James,2544,CLE vs. CHI,W,0.2,14,9,41,12,6.0,38,3,3
94,LeBron James,2544,CLE @ CHI,W,0.143,10,4,43,14,8.0,25,2,1
95,LeBron James,2544,CLE @ CHI,L,0.143,8,10,44,8,14.0,27,1,1
96,LeBron James,2544,CLE vs. CHI,W,0.0,13,7,34,8,5.0,33,1,2
97,LeBron James,2544,CLE vs. CHI,L,0.0,9,1,42,15,9.0,19,1,3
98,LeBron James,2544,CLE @ BOS,W,0.143,10,6,46,10,8.0,27,1,3
99,LeBron James,2544,CLE @ BOS,W,0.2,13,4,42,11,4.0,31,2,4
100,LeBron James,2544,CLE vs. BOS,W,0.2,11,7,42,9,7.0,30,2,0
101,LeBron James,2544,CLE vs. BOS,W,0.333,8,3,42,6,7.0,20,1,2
102,LeBron James,2544,MIA @ SAS,L,0.333,10,8,41,10,5.0,31,2,0
103,LeBron James,2544,MIA vs. SAS,L,0.5,10,4,38,8,2.0,28,0,0
104,LeBron James,2544,MIA vs. SAS,L,0.5,9,2,40,5,7.0,22,0,5
105,LeBron James,2544,MIA @ SAS,W,1.0,14,4,38,10,3.0,35,0,2
106,LeBron James,2544,MIA @ SAS,L,0.667,9,5,33,6,3.0,25,0,3
107,LeBron James,2544,MIA vs. IND,W,0.0,8,9,32,4,6.0,25,1,1
108,LeBron James,2544,MIA @ IND,L,0.333,2,2,24,2,4.0,7,1,0
109,LeBron James,2544,MIA vs. IND,W,0.667,13,4,36,10,5.0,32,0,2
110,LeBron James,2544,MIA vs. IND,W,0.5,9,7,40,5,7.0,26,0,3
111,LeBron James,2544,MIA @ IND,W,0.2,9,3,42,7,6.0,22,3,2
112,LeBron James,2544,MIA @ IND,L,0.2,11,2,41,10,5.0,25,0,3
113,LeBron James,2544,MIA vs. BKN,W,0.4,6,15,44,9,5.0,29,1,0
114,LeBron James,2544,MIA @ BKN,W,0.5,16,14,43,6,2.0,49,0,3
115,LeBron James,2544,MIA @ BKN,L,0.429,8,9,40,8,5.0,28,1,1
116,LeBron James,2544,MIA vs. BKN,W,0.0,9,4,39,4,3.0,22,1,2
117,LeBron James,2544,MIA vs. BKN,W,0.0,10,2,36,5,3.0,22,0,0
118,LeBron James,2544,MIA @ CHA,W,0.2,10,10,43,7,9.0,31,1,3
119,LeBron James,2544,MIA @ CHA,W,0.5,10,9,36,10,6.0,30,0,2
120,LeBron James,2544,MIA vs. CHA,W,0.2,11,9,40,6,8.0,32,0,4
121,LeBron James,2544,MIA vs. CHA,W,0.5,8,7,39,9,1.0,27,0,0
122,LeBron James,2544,MIA vs. SAS,W,0.5,12,8,45,12,4.0,37,0,2
123,LeBron James,2544,MIA vs. SAS,W,0.2,11,9,50,10,11.0,32,1,3
124,LeBron James,2544,MIA @ SAS,L,0.5,8,7,44,6,8.0,25,0,4
125,LeBron James,2544,MIA @ SAS,W,0.5,15,2,41,11,4.0,33,2,2
126,LeBron James,2544,MIA @ SAS,L,0.2,7,0,39,11,5.0,15,0,2
127,LeBron James,2544,MIA vs. SAS,W,0.333,7,2,41,8,7.0,17,3,3
128,LeBron James,2544,MIA vs. SAS,L,0.2,7,3,42,18,10.0,18,0,0
129,LeBron James,2544,MIA vs. IND,W,0.5,8,15,41,8,4.0,32,1,2
130,LeBron James,2544,MIA @ IND,L,0.5,10,7,42,7,6.0,29,1,2
131,LeBron James,2544,MIA vs. IND,W,0.429,13,1,44,8,6.0,30,1,2
132,LeBron James,2544,MIA @ IND,L,0.571,8,4,43,6,5.0,24,3,1
133,LeBron James,2544,MIA @ IND,W,0.0,8,6,41,4,3.0,22,0,0
134,LeBron James,2544,MIA vs. IND,L,0.429,14,5,45,8,3.0,36,1,3
135,LeBron James,2544,MIA vs. IND,W,0.333,12,4,47,10,10.0,30,3,0
136,LeBron James,2544,MIA vs. CHI,W,0.333,5,12,44,7,8.0,23,0,2
137,LeBron James,2544,MIA @ CHI,W,0.25,9,8,43,7,8.0,27,0,2
138,LeBron James,2544,MIA @ CHI,W,0.5,6,11,44,8,7.0,25,0,2
139,LeBron James,2544,MIA vs. CHI,W,0.333,7,4,32,5,9.0,19,0,3
140,LeBron James,2544,MIA vs. CHI,L,0.333,8,7,44,8,7.0,24,1,2
141,LeBron James,2544,MIA @ MIL,W,0.0,13,4,41,8,7.0,30,1,3
142,LeBron James,2544,MIA @ MIL,W,0.5,9,2,33,5,6.0,22,0,0
143,LeBron James,2544,MIA vs. MIL,W,0.0,6,7,39,8,6.0,19,0,1
144,LeBron James,2544,MIA vs. MIL,W,0.5,9,8,35,10,8.0,27,0,0
145,LeBron James,2544,MIA vs. OKC,W,0.0,9,8,44,11,13.0,26,2,1
146,LeBron James,2544,MIA vs. OKC,W,0.25,10,5,44,9,12.0,26,0,2
147,LeBron James,2544,MIA vs. OKC,W,0.25,11,6,44,14,3.0,29,0,0
148,LeBron James,2544,MIA @ OKC,W,0.0,10,12,42,8,5.0,32,0,1
149,LeBron James,2544,MIA @ OKC,L,0.333,11,7,46,9,4.0,30,0,4
150,LeBron James,2544,MIA vs. BOS,W,0.2,9,12,48,12,2.0,31,1,1
151,LeBron James,2544,MIA @ BOS,W,0.5,19,5,45,15,5.0,45,0,0
152,LeBron James,2544,MIA vs. BOS,L,0.333,11,6,45,13,2.0,30,1,2
153,LeBron James,2544,MIA @ BOS,L,0.333,12,4,48,6,3.0,29,1,1
154,LeBron James,2544,MIA @ BOS,L,0.25,16,1,43,8,5.0,34,2,2
155,LeBron James,2544,MIA vs. BOS,W,0.333,7,18,48,10,7.0,34,1,1
156,LeBron James,2544,MIA vs. BOS,W,0.0,13,6,44,13,3.0,32,3,1
157,LeBron James,2544,MIA @ IND,W,0.0,12,4,45,6,7.0,28,0,3
158,LeBron James,2544,MIA vs. IND,W,0.5,12,4,38,10,8.0,30,1,1
159,LeBron James,2544,MIA @ IND,W,0.0,14,12,44,18,9.0,40,2,2
160,LeBron James,2544,MIA @ IND,L,0.25,10,1,40,7,3.0,22,0,2
161,LeBron James,2544,MIA vs. IND,L,0.0,10,8,43,9,5.0,28,0,6
162,LeBron James,2544,MIA vs. IND,W,0.0,12,8,43,15,5.0,32,1,2
163,LeBron James,2544,MIA vs. NYK,W,0.333,7,13,40,8,7.0,29,1,2
164,LeBron James,2544,MIA @ NYK,L,0.4,9,7,41,4,4.0,27,0,1
165,LeBron James,2544,MIA @ NYK,W,0.4,9,12,36,8,5.0,32,0,2
166,LeBron James,2544,MIA vs. NYK,W,0.0,8,3,41,7,9.0,19,0,2
167,LeBron James,2544,MIA vs. NYK,W,1.0,10,11,32,4,3.0,32,0,4
168,LeBron James,2544,MIA vs. DAL,L,0.4,9,1,40,4,6.0,21,1,1
169,LeBron James,2544,MIA @ DAL,L,0.0,8,1,46,10,10.0,17,1,0
170,LeBron James,2544,MIA @ DAL,L,0.0,3,2,46,9,7.0,8,0,2
171,LeBron James,2544,MIA @ DAL,W,0.25,6,4,45,3,9.0,17,0,2
172,LeBron James,2544,MIA vs. DAL,L,0.286,8,2,40,8,4.0,20,1,4
173,LeBron James,2544,MIA vs. DAL,W,0.8,9,2,45,9,5.0,24,0,1
174,LeBron James,2544,MIA @ CHI,W,0.5,8,9,46,11,6.0,28,2,3
175,LeBron James,2544,MIA vs. CHI,W,0.0,11,13,49,6,6.0,35,2,2
176,LeBron James,2544,MIA vs. CHI,W,0.5,6,9,44,6,10.0,22,2,2
177,LeBron James,2544,MIA @ CHI,W,0.333,12,3,46,10,5.0,29,0,3
178,LeBron James,2544,MIA @ CHI,L,0.333,5,4,41,6,6.0,15,3,2
179,LeBron James,2544,MIA vs. BOS,W,0.714,11,6,46,7,4.0,33,1,1
180,LeBron James,2544,MIA @ BOS,W,0.333,12,9,50,14,3.0,35,0,3
181,LeBron James,2544,MIA @ BOS,L,0.0,6,3,43,7,4.0,15,5,2
182,LeBron James,2544,MIA vs. BOS,W,0.5,14,5,44,7,2.0,35,1,1
183,LeBron James,2544,MIA vs. BOS,W,0.333,8,5,40,6,5.0,22,2,2
184,LeBron James,2544,MIA vs. PHI,W,0.4,5,4,42,10,8.0,16,0,1
185,LeBron James,2544,MIA @ PHI,L,0.0,11,9,44,7,6.0,31,1,1
186,LeBron James,2544,MIA @ PHI,W,0.25,8,7,44,15,6.0,24,0,1
187,LeBron James,2544,MIA vs. PHI,W,1.0,10,8,39,7,6.0,29,0,0
188,LeBron James,2544,MIA vs. PHI,W,0.0,4,13,43,14,5.0,21,3,1
189,LeBron James,2544,CLE @ BOS,L,0.5,8,9,46,19,10.0,27,1,3
190,LeBron James,2544,CLE vs. BOS,L,0.0,3,9,42,6,7.0,15,0,1
191,LeBron James,2544,CLE @ BOS,L,0.0,7,8,43,9,8.0,22,1,2
192,LeBron James,2544,CLE @ BOS,W,0.667,14,8,39,8,7.0,38,2,1
193,LeBron James,2544,CLE vs. BOS,L,0.0,7,10,41,7,4.0,24,2,3
194,LeBron James,2544,CLE vs. BOS,W,0.5,12,8,43,7,7.0,35,2,3
195,LeBron James,2544,CLE vs. CHI,W,0.5,5,8,43,10,9.0,19,2,0
196,LeBron James,2544,CLE @ CHI,W,0.667,11,9,36,12,11.0,37,1,2
197,LeBron James,2544,CLE @ CHI,L,0.5,14,7,44,10,8.0,39,3,2
198,LeBron James,2544,CLE vs. CHI,W,0.5,16,6,41,8,8.0,40,2,1
199,LeBron James,2544,CLE vs. CHI,W,0.0,9,6,40,6,5.0,24,4,1
200,LeBron James,2544,CLE @ ORL,L,0.25,8,7,45,7,7.0,25,1,0
201,LeBron James,2544,CLE vs. ORL,W,0.0,11,15,46,14,12.0,37,1,1
202,LeBron James,2544,CLE @ ORL,L,0.4,13,14,49,12,7.0,44,1,1
203,LeBron James,2544,CLE @ ORL,L,0.125,11,18,42,7,9.0,41,1,2
204,LeBron James,2544,CLE vs. ORL,W,0.333,12,10,43,4,5.0,35,0,1
205,LeBron James,2544,CLE vs. ORL,L,0.5,20,6,41,6,8.0,49,3,2
206,LeBron James,2544,CLE @ ATL,W,0.5,9,6,43,8,8.0,27,0,1
207,LeBron James,2544,CLE @ ATL,W,0.5,15,12,43,12,8.0,47,1,1
208,LeBron James,2544,CLE vs. ATL,W,0.6,9,6,31,3,5.0,27,1,4
209,LeBron James,2544,CLE vs. ATL,W,0.333,12,8,34,10,3.0,34,0,4
210,LeBron James,2544,CLE @ DET,W,0.0,10,16,41,13,8.0,36,1,2
211,LeBron James,2544,CLE @ DET,W,0.0,9,7,43,11,9.0,25,2,3
212,LeBron James,2544,CLE vs. DET,W,0.4,7,13,38,13,6.0,29,0,0
213,LeBron James,2544,CLE vs. DET,W,0.25,13,11,41,8,7.0,38,0,1
214,LeBron James,2544,CLE @ BOS,L,0.273,14,14,47,5,6.0,45,0,2
215,LeBron James,2544,CLE vs. BOS,W,0.333,9,13,47,12,6.0,32,1,2
216,LeBron James,2544,CLE @ BOS,L,0.0,12,11,45,3,5.0,35,1,1
217,LeBron James,2544,CLE vs. BOS,W,0.4,7,5,44,6,13.0,21,2,3
218,LeBron James,2544,CLE vs. BOS,W,0.6,5,8,40,5,8.0,21,3,4
219,LeBron James,2544,CLE @ BOS,L,0.0,6,9,42,5,6.0,21,1,2
220,LeBron James,2544,CLE @ BOS,L,0.0,2,8,39,9,9.0,12,1,1
221,LeBron James,2544,CLE @ WAS,W,0.5,8,10,44,13,13.0,27,1,2
222,LeBron James,2544,CLE vs. WAS,L,0.333,8,15,44,10,7.0,34,2,1
223,LeBron James,2544,CLE @ WAS,W,0.375,11,9,44,12,7.0,34,0,2
224,LeBron James,2544,CLE @ WAS,L,0.0,10,2,36,7,3.0,22,1,1
225,LeBron James,2544,CLE vs. WAS,W,0.333,9,10,39,9,12.0,30,2,1
226,LeBron James,2544,CLE vs. WAS,W,0.0,12,8,41,6,4.0,32,2,1
227,LeBron James,2544,CLE vs. SAS,L,0.286,10,2,46,6,10.0,24,0,0
228,LeBron James,2544,CLE vs. SAS,L,0.0,9,7,42,8,7.0,25,1,2
229,LeBron James,2544,CLE @ SAS,L,0.0,9,7,38,7,6.0,25,0,1
230,LeBron James,2544,CLE @ SAS,L,0.333,4,4,44,7,4.0,14,1,1
231,LeBron James,2544,CLE vs. DET,W,0.0,3,14,46,14,8.0,20,2,2
232,LeBron James,2544,CLE @ DET,W,0.667,18,10,50,9,7.0,48,0,2
233,LeBron James,2544,CLE vs. DET,W,0.2,8,8,44,7,11.0,25,0,3
234,LeBron James,2544,CLE vs. DET,W,0.667,12,6,46,9,9.0,32,0,2
235,LeBron James,2544,CLE @ DET,L,0.0,7,5,45,6,7.0,19,0,3
236,LeBron James,2544,CLE @ DET,L,0.0,5,0,45,10,9.0,10,1,4
237,LeBron James,2544,CLE @ NJN,W,0.2,8,6,39,8,8.0,23,0,1
238,LeBron James,2544,CLE vs. NJN,L,0.0,5,10,43,9,5.0,20,1,2
239,LeBron James,2544,CLE @ NJN,W,0.667,9,10,46,9,7.0,30,0,0
240,LeBron James,2544,CLE @ NJN,L,0.2,5,7,44,6,12.0,18,0,0
241,LeBron James,2544,CLE vs. NJN,W,0.429,12,9,46,1,12.0,36,0,3
242,LeBron James,2544,CLE vs. NJN,W,0.25,8,4,46,11,7.0,21,1,1
243,LeBron James,2544,CLE @ WAS,W,0.2,8,14,46,11,7.0,31,1,3
244,LeBron James,2544,CLE @ WAS,W,0.6,11,5,46,6,9.0,30,0,1
245,LeBron James,2544,CLE vs. WAS,W,0.0,8,11,45,8,7.0,27,2,1
246,LeBron James,2544,CLE vs. WAS,W,0.0,7,9,44,9,7.0,23,0,2
247,LeBron James,2544,CLE @ DET,L,0.0,11,5,47,8,2.0,27,0,1
248,LeBron James,2544,CLE vs. DET,L,0.2,8,15,48,11,5.0,32,1,1
249,LeBron James,2544,CLE @ DET,W,0.25,13,5,47,5,5.0,32,1,2
250,LeBron James,2544,CLE vs. DET,W,0.5,8,5,48,8,9.0,22,2,2
251,LeBron James,2544,CLE vs. DET,W,0.25,9,2,48,10,10.0,21,1,4
252,LeBron James,2544,CLE @ DET,L,0.4,11,6,47,14,7.0,30,0,0
253,LeBron James,2544,CLE @ DET,L,0.4,9,2,36,4,4.0,22,0,0
254,LeBron James,2544,CLE @ WAS,W,0.167,15,1,53,7,7.0,32,1,2
255,LeBron James,2544,CLE vs. WAS,W,0.0,14,17,46,7,6.0,45,0,2
256,LeBron James,2544,CLE @ WAS,L,0.583,13,5,45,6,5.0,38,0,0
257,LeBron James,2544,CLE @ WAS,W,0.6,16,6,48,5,3.0,41,0,2
258,LeBron James,2544,CLE vs. WAS,L,0.167,7,11,44,9,2.0,26,3,2
259,LeBron James,2544,CLE vs. WAS,W,0.25,12,7,48,11,11.0,32,0,0
0,Stephen Curry,201939,GSW vs. TOR,L,0.273,6,6,42,3,7.0,21,1,2
1,Stephen Curry,201939,GSW @ TOR,W,0.357,10,6,41,8,7.0,31,0,0
2,Stephen Curry,201939,GSW vs. TOR,L,0.222,9,7,43,4,6.0,27,0,1
3,Stephen Curry,201939,GSW vs. TOR,L,0.429,14,13,43,8,7.0,47,0,2
4,Stephen Curry,201939,GSW @ TOR,W,0.3,6,8,41,3,4.0,23,0,3
5,Stephen Curry,201939,GSW @ TOR,L,0.444,8,14,40,5,5.0,34,0,1
6,Stephen Curry,201939,GSW @ POR,W,0.438,11,8,47,13,11.0,37,0,1
7,Stephen Curry,201939,GSW @ POR,W,0.375,11,8,37,6,3.0,36,0,0
8,Stephen Curry,201939,GSW vs. POR,W,0.286,11,11,39,8,8.0,37,0,0
9,Stephen Curry,201939,GSW vs. POR,W,0.6,12,3,35,6,7.0,36,0,1
10,Stephen Curry,201939,GSW @ HOU,W,0.364,9,11,34,5,4.0,33,0,0
11,Stephen Curry,201939,GSW vs. HOU,W,0.273,9,4,44,6,5.0,25,0,0
12,Stephen Curry,201939,GSW @ HOU,L,0.286,12,2,43,4,8.0,30,0,1
13,Stephen Curry,201939,GSW @ HOU,L,0.222,7,1,45,3,4.0,17,0,2
14,Stephen Curry,201939,GSW vs. HOU,W,0.231,6,5,33,3,5.0,20,1,2
15,Stephen Curry,201939,GSW vs. HOU,W,0.3,5,5,37,7,4.0,18,0,1
16,Stephen Curry,201939,GSW @ LAC,W,0.4,8,6,37,6,6.0,24,0,1
17,Stephen Curry,201939,GSW vs. LAC,L,0.8,7,6,38,3,4.0,24,1,0
18,Stephen Curry,201939,GSW @ LAC,W,0.111,3,5,35,10,7.0,12,0,3
19,Stephen Curry,201939,GSW @ LAC,W,0.667,7,3,20,5,1.0,21,0,0
20,Stephen Curry,201939,GSW vs. LAC,L,0.455,8,8,34,1,6.0,29,0,3
21,Stephen Curry,201939,GSW vs. LAC,W,0.667,11,8,37,15,7.0,38,1,0
22,Stephen Curry,201939,GSW @ CLE,W,0.467,12,6,39,6,4.0,37,3,3
23,Stephen Curry,201939,GSW @ CLE,W,0.1,3,4,39,5,6.0,11,0,1
24,Stephen Curry,201939,GSW vs. CLE,W,0.529,11,2,38,7,8.0,33,0,1
25,Stephen Curry,201939,GSW vs. CLE,W,0.455,11,2,46,6,9.0,29,0,1
26,Stephen Curry,201939,GSW @ HOU,W,0.467,10,0,44,9,10.0,27,1,4
27,Stephen Curry,201939,GSW vs. HOU,W,0.357,12,0,40,5,6.0,29,3,0
28,Stephen Curry,201939,GSW @ HOU,L,0.25,8,4,41,7,6.0,22,0,4
29,Stephen Curry,201939,GSW vs. HOU,L,0.462,10,2,39,6,2.0,28,0,2
30,Stephen Curry,201939,GSW vs. HOU,W,0.417,13,4,34,6,1.0,35,1,0
31,Stephen Curry,201939,GSW @ HOU,L,0.125,7,1,34,7,7.0,16,0,0
32,Stephen Curry,201939,GSW @ HOU,W,0.2,8,1,35,6,8.0,18,1,2
33,Stephen Curry,201939,GSW vs. NOP,W,0.5,10,5,37,7,8.0,28,0,1
34,Stephen Curry,201939,GSW @ NOP,W,0.444,8,3,32,1,2.0,23,0,0
35,Stephen Curry,201939,GSW @ NOP,L,0.333,6,4,29,6,2.0,19,2,4
36,Stephen Curry,201939,GSW vs. NOP,W,0.5,8,7,27,7,2.0,28,0,3
37,Stephen Curry,201939,GSW vs. CLE,W,0.222,10,12,41,6,10.0,34,0,3
38,Stephen Curry,201939,GSW @ CLE,L,0.222,4,4,38,5,10.0,14,0,2
39,Stephen Curry,201939,GSW @ CLE,W,0.556,8,5,39,13,6.0,26,0,2
40,Stephen Curry,201939,GSW vs. CLE,W,0.364,7,14,36,10,11.0,32,0,1
41,Stephen Curry,201939,GSW vs. CLE,W,0.545,11,0,34,6,10.0,28,0,3
42,Stephen Curry,201939,GSW @ SAS,W,0.385,14,3,34,5,6.0,36,0,0
43,Stephen Curry,201939,GSW @ SAS,W,0.429,8,2,34,5,3.0,21,0,6
44,Stephen Curry,201939,GSW vs. SAS,W,0.667,8,7,31,7,7.0,29,0,3
45,Stephen Curry,201939,GSW vs. SAS,W,0.438,14,5,39,7,3.0,40,0,3
46,Stephen Curry,201939,GSW @ UTA,W,0.4,9,8,35,5,7.0,30,1,0
47,Stephen Curry,201939,GSW @ UTA,W,0.273,6,8,37,5,4.0,23,0,0
48,Stephen Curry,201939,GSW vs. UTA,W,0.625,8,2,38,4,6.0,23,0,2
49,Stephen Curry,201939,GSW vs. UTA,W,0.25,7,7,30,7,5.0,22,0,1
50,Stephen Curry,201939,GSW @ POR,W,0.636,12,6,30,7,8.0,37,0,1
51,Stephen Curry,201939,GSW @ POR,W,0.357,10,9,39,4,8.0,34,1,2
52,Stephen Curry,201939,GSW vs. POR,W,0.333,6,3,31,5,6.0,19,1,4
53,Stephen Curry,201939,GSW vs. POR,W,0.375,9,8,36,5,4.0,29,1,1
54,Stephen Curry,201939,GSW vs. CLE,L,0.286,6,1,39,5,2.0,17,1,1
55,Stephen Curry,201939,GSW @ CLE,L,0.462,8,8,35,2,1.0,30,0,1
56,Stephen Curry,201939,GSW vs. CLE,L,0.333,8,4,40,7,4.0,25,3,0
57,Stephen Curry,201939,GSW @ CLE,W,0.538,11,9,40,5,6.0,38,0,2
58,Stephen Curry,201939,GSW @ CLE,L,0.333,6,4,31,1,3.0,19,0,2
59,Stephen Curry,201939,GSW vs. CLE,W,0.5,7,0,25,9,4.0,18,1,0
60,Stephen Curry,201939,GSW vs. CLE,W,0.375,4,0,36,5,6.0,11,0,0
61,Stephen Curry,201939,GSW vs. OKC,W,0.583,13,3,40,5,8.0,36,0,0
62,Stephen Curry,201939,GSW @ OKC,W,0.429,9,7,41,10,9.0,31,0,2
63,Stephen Curry,201939,GSW vs. OKC,W,0.375,9,10,37,7,6.0,31,0,5
64,Stephen Curry,201939,GSW @ OKC,L,0.2,6,5,39,5,5.0,19,0,2
65,Stephen Curry,201939,GSW @ OKC,L,0.273,7,7,30,5,3.0,24,0,2
66,Stephen Curry,201939,GSW vs. OKC,W,0.625,9,5,30,2,3.0,28,0,1
67,Stephen Curry,201939,GSW vs. OKC,L,0.429,9,2,40,10,7.0,26,0,3
68,Stephen Curry,201939,GSW vs. POR,W,0.455,10,4,36,5,11.0,29,0,1
69,Stephen Curry,201939,GSW @ POR,W,0.313,16,3,37,9,8.0,40,0,0
70,Stephen Curry,201939,GSW @ HOU,W,0.143,2,1,19,0,5.0,6,0,1
71,Stephen Curry,201939,GSW vs. HOU,W,0.714,8,3,20,7,2.0,24,0,3
72,Stephen Curry,201939,GSW @ CLE,W,0.273,8,6,43,6,8.0,25,0,3
73,Stephen Curry,201939,GSW vs. CLE,W,0.538,13,4,42,7,4.0,37,0,2
74,Stephen Curry,201939,GSW @ CLE,W,0.571,8,2,41,2,7.0,22,0,1
75,Stephen Curry,201939,GSW @ CLE,L,0.538,10,0,44,6,6.0,27,1,3
76,Stephen Curry,201939,GSW vs. CLE,L,0.133,5,7,42,6,5.0,19,0,0
77,Stephen Curry,201939,GSW vs. CLE,W,0.333,10,4,43,4,8.0,26,0,2
78,Stephen Curry,201939,GSW vs. HOU,W,0.273,7,9,42,8,6.0,26,0,5
79,Stephen Curry,201939,GSW @ HOU,L,0.462,7,3,31,1,4.0,23,0,0
80,Stephen Curry,201939,GSW @ HOU,W,0.778,12,9,35,5,7.0,40,1,2
81,Stephen Curry,201939,GSW vs. HOU,W,0.455,13,2,37,3,6.0,33,0,1
82,Stephen Curry,201939,GSW vs. HOU,W,0.545,13,2,39,6,5.0,34,0,2
83,Stephen Curry,201939,GSW @ MEM,W,0.615,11,2,39,6,10.0,32,0,0
84,Stephen Curry,201939,GSW vs. MEM,W,0.462,6,0,33,7,5.0,18,0,6
85,Stephen Curry,201939,GSW @ MEM,W,0.444,11,7,39,8,5.0,33,0,2
86,Stephen Curry,201939,GSW @ MEM,L,0.2,8,5,40,2,6.0,23,1,1
87,Stephen Curry,201939,GSW vs. MEM,L,0.182,7,3,41,5,6.0,19,0,0
88,Stephen Curry,201939,GSW vs. MEM,W,0.5,8,2,38,2,7.0,22,0,4
89,Stephen Curry,201939,GSW @ NOP,W,0.75,11,11,38,8,9.0,39,0,1
90,Stephen Curry,201939,GSW @ NOP,W,0.389,10,13,44,5,9.0,40,0,0
91,Stephen Curry,201939,GSW vs. NOP,W,0.333,9,1,37,4,6.0,22,0,1
92,Stephen Curry,201939,GSW vs. NOP,W,0.308,13,4,40,4,5.0,34,0,3
93,Stephen Curry,201939,GSW @ LAC,L,0.429,7,16,46,5,9.0,33,0,3
94,Stephen Curry,201939,GSW vs. LAC,W,0.25,9,4,45,4,9.0,24,0,0
95,Stephen Curry,201939,GSW @ LAC,L,0.571,5,3,44,3,4.0,17,0,2
96,Stephen Curry,201939,GSW vs. LAC,W,0.5,10,6,42,7,7.0,33,1,1
97,Stephen Curry,201939,GSW vs. LAC,L,0.375,5,3,43,2,15.0,16,0,1
98,Stephen Curry,201939,GSW @ LAC,L,0.143,9,5,31,1,8.0,24,0,2
99,Stephen Curry,201939,GSW @ LAC,W,0.333,6,0,45,3,7.0,14,0,3
100,Stephen Curry,201939,GSW vs. SAS,L,0.25,10,0,40,4,6.0,22,1,1
101,Stephen Curry,201939,GSW @ SAS,L,0.143,4,0,35,0,8.0,9,0,1
102,Stephen Curry,201939,GSW vs. SAS,W,0.5,7,3,39,6,4.0,22,0,0
