,name,Player_ID,MATCHUP,WL,FG3_PCT,FGM,FTM,MIN,REB,AST,PTS,BLK,STL
103,Stephen Curry,201939,GSW vs. SAS,L,0.333,5,3,42,2,8.0,16,0,2
104,Stephen Curry,201939,GSW @ SAS,W,0.333,7,6,43,4,4.0,22,0,1
105,Stephen Curry,201939,GSW @ SAS,L,0.429,18,2,58,4,11.0,44,0,2
106,Stephen Curry,201939,GSW vs. DEN,W,0.5,6,6,42,4,8.0,22,0,2
107,Stephen Curry,201939,GSW @ DEN,L,0.167,7,0,42,4,8.0,15,1,0
108,Stephen Curry,201939,GSW vs. DEN,W,0.545,10,5,33,3,7.0,31,0,4
109,Stephen Curry,201939,GSW vs. DEN,W,0.571,8,9,38,6,11.0,29,0,2
110,Stephen Curry,201939,GSW @ DEN,W,0.4,13,0,42,5,13.0,30,0,3
111,Stephen Curry,201939,GSW @ DEN,L,0.4,7,1,43,4,9.0,19,0,2
0,Kevin Durant,201142,GSW @ TOR,W,1.0,3,2,12,2,0.0,11,1,0
1,Kevin Durant,201142,GSW vs. HOU,W,0.286,8,4,32,5,4.0,22,0,1
2,Kevin Durant,201142,GSW @ HOU,L,0.333,12,8,43,7,5.0,34,1,1
3,Kevin Durant,201142,GSW @ HOU,L,0.6,14,12,50,3,6.0,46,0,0
4,Kevin Durant,201142,GSW vs. HOU,W,0.5,9,8,44,5,4.0,29,2,1
5,Kevin Durant,201142,GSW vs. HOU,W,0.333,11,12,43,5,3.0,35,1,1
6,Kevin Durant,201142,GSW @ LAC,W,0.429,15,14,42,6,5.0,50,1,1
7,Kevin Durant,201142,GSW vs. LAC,L,0.417,14,12,41,6,6.0,45,1,2
8,Kevin Durant,201142,GSW @ LAC,W,0.5,12,6,38,7,6.0,33,0,1
9,Kevin Durant,201142,GSW @ LAC,W,0.3,14,7,30,4,7.0,38,1,1
10,Kevin Durant,201142,GSW vs. LAC,L,0.0,5,11,34,5,5.0,21,1,3
11,Kevin Durant,201142,GSW vs. LAC,W,0.5,8,6,32,4,3.0,23,3,1
12,Kevin Durant,201142,GSW @ CLE,W,0.0,7,6,38,12,10.0,20,3,1
13,Kevin Durant,201142,GSW @ CLE,W,0.667,15,7,43,13,7.0,43,1,1
14,Kevin Durant,201142,GSW vs. CLE,W,0.667,10,4,38,9,7.0,26,2,0
15,Kevin Durant,201142,GSW vs. CLE,W,0.143,8,9,46,9,6.0,26,3,1
16,Kevin Durant,201142,GSW @ HOU,W,0.455,11,7,44,5,5.0,34,3,1
17,Kevin Durant,201142,GSW vs. HOU,W,0.2,6,10,35,7,4.0,23,1,0
18,Kevin Durant,201142,GSW @ HOU,L,0.5,8,10,40,4,0.0,29,1,0
19,Kevin Durant,201142,GSW vs. HOU,L,0.2,9,8,43,12,3.0,27,0,0
20,Kevin Durant,201142,GSW vs. HOU,W,0.375,9,4,35,6,6.0,25,0,1
21,Kevin Durant,201142,GSW @ HOU,L,0.429,13,9,35,3,0.0,38,0,0
22,Kevin Durant,201142,GSW @ HOU,W,0.5,14,6,40,3,1.0,37,1,0
23,Kevin Durant,201142,GSW vs. NOP,W,0.25,10,3,37,6,7.0,24,0,2
24,Kevin Durant,201142,GSW @ NOP,W,0.4,15,6,36,9,5.0,38,1,1
25,Kevin Durant,201142,GSW @ NOP,L,0.167,8,5,35,3,3.0,22,0,2
26,Kevin Durant,201142,GSW vs. NOP,W,0.286,11,5,41,6,7.0,29,3,2
27,Kevin Durant,201142,GSW vs. NOP,W,0.5,10,3,32,13,2.0,26,2,0
28,Kevin Durant,201142,GSW vs. SAS,W,0.125,8,8,41,6,5.0,25,2,1
29,Kevin Durant,201142,GSW @ SAS,L,0.308,12,6,41,13,2.0,34,1,0
30,Kevin Durant,201142,GSW @ SAS,W,0.167,9,7,34,9,6.0,26,0,0
31,Kevin Durant,201142,GSW vs. SAS,W,0.333,10,9,39,6,6.0,32,1,0
32,Kevin Durant,201142,GSW vs. SAS,W,0.25,9,5,32,9,7.0,24,0,2
33,Kevin Durant,201142,GSW vs. CLE,W,0.625,14,6,40,6,5.0,39,0,1
34,Kevin Durant,201142,GSW @ CLE,L,0.222,9,15,39,4,4.0,35,2,0
35,Kevin Durant,201142,GSW @ CLE,W,0.571,10,7,41,9,4.0,31,1,1
36,Kevin Durant,201142,GSW vs. CLE,W,0.5,13,3,41,13,6.0,33,5,3
37,Kevin Durant,201142,GSW vs. CLE,W,0.5,14,7,38,9,8.0,38,0,0
38,Kevin Durant,201142,GSW @ SAS,W,0.5,10,7,38,12,4.0,29,1,0
39,Kevin Durant,201142,GSW @ SAS,W,0.6,11,8,38,10,4.0,33,1,2
40,Kevin Durant,201142,GSW vs. SAS,W,0.4,6,2,28,2,3.0,16,1,0
41,Kevin Durant,201142,GSW vs. SAS,W,0.25,11,10,39,5,4.0,34,4,1
42,Kevin Durant,201142,GSW @ UTA,W,0.5,7,2,30,6,5.0,18,0,0
43,Kevin Durant,201142,GSW @ UTA,W,0.5,15,4,39,13,1.0,38,1,1
44,Kevin Durant,201142,GSW vs. UTA,W,0.0,6,13,36,11,7.0,25,1,1
45,Kevin Durant,201142,GSW vs. UTA,W,0.5,7,2,31,5,5.0,17,0,1
46,Kevin Durant,201142,GSW @ POR,W,1.0,4,0,20,3,2.0,10,2,1
47,Kevin Durant,201142,GSW vs. POR,W,0.333,12,6,36,11,2.0,32,1,0
48,Kevin Durant,201142,OKC @ GSW,L,0.429,10,4,46,7,3.0,27,1,1
49,Kevin Durant,201142,OKC vs. GSW,L,0.125,10,8,45,7,3.0,29,3,2
50,Kevin Durant,201142,OKC @ GSW,L,0.273,12,13,45,7,4.0,40,1,1
51,Kevin Durant,201142,OKC vs. GSW,W,0.2,8,9,41,11,4.0,26,3,4
52,Kevin Durant,201142,OKC vs. GSW,W,0.333,10,12,32,8,2.0,33,3,0
53,Kevin Durant,201142,OKC @ GSW,L,0.5,11,5,35,6,1.0,29,0,1
54,Kevin Durant,201142,OKC @ GSW,W,0.25,10,5,46,10,3.0,26,1,3
55,Kevin Durant,201142,OKC vs. SAS,W,0.25,12,12,43,9,2.0,37,0,0
56,Kevin Durant,201142,OKC @ SAS,W,0.4,8,5,43,6,5.0,23,1,2
57,Kevin Durant,201142,OKC vs. SAS,W,0.333,14,10,43,5,4.0,41,0,1
58,Kevin Durant,201142,OKC vs. SAS,L,0.2,10,5,42,5,3.0,26,1,1
59,Kevin Durant,201142,OKC @ SAS,W,0.5,11,5,42,7,4.0,28,1,0
60,Kevin Durant,201142,OKC @ SAS,L,0.0,6,4,33,8,6.0,16,0,0
61,Kevin Durant,201142,OKC vs. DAL,W,0.273,11,8,41,7,2.0,33,1,0
62,Kevin Durant,201142,OKC @ DAL,W,0.25,7,4,43,4,4.0,19,1,1
63,Kevin Durant,201142,OKC @ DAL,W,0.333,11,9,37,7,3.0,34,0,1
64,Kevin Durant,201142,OKC vs. DAL,L,0.182,7,5,44,9,2.0,21,1,0
65,Kevin Durant,201142,OKC vs. DAL,W,0.333,7,7,27,5,5.0,23,0,0
66,Kevin Durant,201142,OKC vs. SAS,L,0.25,12,5,52,14,2.0,31,3,1
67,Kevin Durant,201142,OKC @ SAS,L,0.333,11,1,37,5,2.0,25,1,1
68,Kevin Durant,201142,OKC vs. SAS,W,0.5,11,7,41,5,5.0,31,1,3
69,Kevin Durant,201142,OKC vs. SAS,W,0.25,8,8,36,10,3.0,25,1,1
70,Kevin Durant,201142,OKC @ SAS,L,0.0,6,3,29,3,2.0,15,0,1
71,Kevin Durant,201142,OKC @ SAS,L,0.571,10,4,41,9,5.0,28,1,0
72,Kevin Durant,201142,OKC @ LAC,W,0.625,12,10,44,16,5.0,39,2,0
73,Kevin Durant,201142,OKC vs. LAC,W,0.5,6,12,42,10,5.0,27,1,1
74,Kevin Durant,201142,OKC @ LAC,L,0.143,12,15,45,7,3.0,40,2,2
75,Kevin Durant,201142,OKC @ LAC,W,0.25,14,7,46,8,6.0,36,1,0
76,Kevin Durant,201142,OKC vs. LAC,W,0.333,10,9,43,12,9.0,32,0,2
77,Kevin Durant,201142,OKC vs. LAC,L,0.4,9,5,35,4,4.0,25,1,1
78,Kevin Durant,201142,OKC vs. MEM,W,1.0,12,4,42,8,2.0,33,1,0
79,Kevin Durant,201142,OKC @ MEM,W,0.0,11,14,43,10,2.0,36,1,1
80,Kevin Durant,201142,OKC vs. MEM,L,0.375,10,3,52,8,2.0,26,0,0
81,Kevin Durant,201142,OKC @ MEM,W,0.143,5,4,49,13,4.0,15,2,2
82,Kevin Durant,201142,OKC @ MEM,L,0.0,10,10,49,9,3.0,30,5,2
83,Kevin Durant,201142,OKC vs. MEM,L,0.417,12,7,45,11,4.0,36,2,0
84,Kevin Durant,201142,OKC vs. MEM,W,0.429,13,4,43,8,7.0,33,0,1
85,Kevin Durant,201142,OKC vs. MEM,L,0.0,5,11,48,8,6.0,21,2,0
86,Kevin Durant,201142,OKC @ MEM,L,0.714,10,2,48,7,7.0,27,1,1
87,Kevin Durant,201142,OKC @ MEM,L,0.333,9,5,46,11,5.0,25,0,3
88,Kevin Durant,201142,OKC vs. MEM,L,0.333,11,11,43,11,9.0,36,1,1
89,Kevin Durant,201142,OKC vs. MEM,W,0.0,13,9,44,15,6.0,35,2,1
90,Kevin Durant,201142,OKC @ HOU,W,0.333,11,2,43,8,6.0,27,1,2
91,Kevin Durant,201142,OKC vs. HOU,L,0.125,11,13,45,7,7.0,36,1,1
92,Kevin Durant,201142,OKC @ HOU,L,0.5,12,13,42,8,6.0,38,0,1
93,Kevin Durant,201142,OKC @ HOU,W,0.444,13,11,47,14,4.0,41,1,2
94,Kevin Durant,201142,OKC vs. HOU,W,0.222,10,7,46,4,9.0,29,1,0
95,Kevin Durant,201142,OKC vs. HOU,W,0.2,7,9,34,6,4.0,24,2,2
96,Kevin Durant,201142,OKC @ MIA,L,0.5,13,3,43,11,3.0,32,1,2
97,Kevin Durant,201142,OKC @ MIA,L,0.2,9,9,46,2,3.0,28,0,2
98,Kevin Durant,201142,OKC @ MIA,L,0.25,11,2,39,6,0.0,25,2,1
99,Kevin Durant,201142,OKC vs. MIA,L,0.4,12,4,39,3,1.0,32,1,2
100,Kevin Durant,201142,OKC vs. MIA,W,0.5,12,8,46,8,4.0,36,1,0
101,Kevin Durant,201142,OKC vs. SAS,W,0.5,9,12,48,14,5.0,34,2,1
102,Kevin Durant,201142,OKC @ SAS,W,0.333,10,5,43,4,5.0,27,1,3
103,Kevin Durant,201142,OKC vs. SAS,W,0.5,13,9,44,6,8.0,36,1,0
104,Kevin Durant,201142,OKC vs. SAS,W,0.0,8,6,38,6,5.0,22,0,1
105,Kevin Durant,201142,OKC @ SAS,L,0.75,10,8,42,5,5.0,31,2,3
106,Kevin Durant,201142,OKC @ SAS,L,0.0,8,11,43,10,4.0,27,3,2
107,Kevin Durant,201142,OKC vs. LAL,W,0.333,9,5,43,10,4.0,25,0,2
108,Kevin Durant,201142,OKC @ LAL,W,0.75,10,8,46,13,2.0,31,1,2
109,Kevin Durant,201142,OKC @ LAL,L,0.25,12,6,41,5,1.0,31,1,2
110,Kevin Durant,201142,OKC vs. LAL,W,0.25,9,3,42,7,5.0,22,0,2
111,Kevin Durant,201142,OKC vs. LAL,W,0.4,8,7,29,8,4.0,25,1,0
112,Kevin Durant,201142,OKC @ DAL,W,0.25,9,4,40,11,4.0,24,2,0
113,Kevin Durant,201142,OKC @ DAL,W,0.667,11,5,40,3,6.0,31,1,2
114,Kevin Durant,201142,OKC vs. DAL,W,0.333,5,14,43,10,1.0,26,0,2
115,Kevin Durant,201142,OKC vs. DAL,W,0.167,10,4,44,6,4.0,25,4,0
116,Kevin Durant,201142,OKC @ DAL,L,0.6,8,4,43,9,2.0,23,1,2
117,Kevin Durant,201142,OKC vs. DAL,L,0.286,9,9,49,15,4.0,29,1,0
118,Kevin Durant,201142,OKC vs. DAL,L,0.0,7,10,46,12,5.0,24,2,2
119,Kevin Durant,201142,OKC @ DAL,W,0.0,11,2,44,3,4.0,24,1,1
120,Kevin Durant,201142,OKC @ DAL,L,0.4,10,18,42,8,5.0,40,2,1
121,Kevin Durant,201142,OKC vs. MEM,W,0.444,13,9,39,9,2.0,39,3,0
122,Kevin Durant,201142,OKC @ MEM,L,0.111,3,4,37,7,2.0,11,0,0
123,Kevin Durant,201142,OKC vs. MEM,W,0.25,7,4,31,7,0.0,19,2,0
124,Kevin Durant,201142,OKC @ MEM,W,0.167,9,16,57,13,1.0,35,0,4
125,Kevin Durant,201142,OKC @ MEM,L,0.286,10,0,48,12,1.0,22,0,0
126,Kevin Durant,201142,OKC vs. MEM,W,1.0,8,8,34,5,1.0,26,0,0
127,Kevin Durant,201142,OKC vs. MEM,L,0.6,11,8,44,11,3.0,33,2,1
128,Kevin Durant,201142,OKC vs. DEN,W,0.2,14,11,42,5,2.0,41,2,1
129,Kevin Durant,201142,OKC @ DEN,L,0.833,8,10,42,5,3.0,31,0,1
130,Kevin Durant,201142,OKC @ DEN,W,0.375,7,9,43,4,6.0,26,3,1
131,Kevin Durant,201142,OKC vs. DEN,W,0.429,7,6,40,5,5.0,23,0,1
132,Kevin Durant,201142,OKC vs. DEN,W,0.5,13,12,43,9,2.0,41,0,1
133,Kevin Durant,201142,OKC vs. LAL,L,0.4,5,14,42,6,3.0,26,1,0
134,Kevin Durant,201142,OKC @ LAL,L,0.333,5,5,33,3,3.0,17,0,0
135,Kevin Durant,201142,OKC vs. LAL,W,0.25,6,9,31,4,1.0,22,2,0
136,Kevin Durant,201142,OKC vs. LAL,W,0.167,8,12,42,19,4.0,29,1,0
137,Kevin Durant,201142,OKC @ LAL,L,0.5,12,5,41,8,1.0,32,4,2
138,Kevin Durant,201142,OKC @ LAL,L,0.125,7,9,42,6,2.0,24,0,1
0,Kawhi Leonard,202695,LAC vs. DEN,L,0.286,6,0,44,6,6.0,14,1,2
1,Kawhi Leonard,202695,LAC @ DEN,L,0.6,8,6,41,8,5.0,25,1,2
2,Kawhi Leonard,202695,LAC vs. DEN,L,0.417,12,7,39,9,4.0,36,0,3
3,Kawhi Leonard,202695,LAC @ DEN,W,0.5,10,8,39,11,9.0,30,2,4
4,Kawhi Leonard,202695,LAC @ DEN,W,0.167,9,4,42,14,6.0,23,2,0
5,Kawhi Leonard,202695,LAC vs. DEN,L,0.0,4,5,39,10,8.0,13,1,3
6,Kawhi Leonard,202695,LAC vs. DEN,W,0.5,12,4,32,2,3.0,29,1,2
7,Kawhi Leonard,202695,LAC @ DAL,W,0.25,14,4,40,14,7.0,33,0,5
8,Kawhi Leonard,202695,LAC vs. DAL,W,0.5,12,6,30,7,4.0,32,1,1
9,Kawhi Leonard,202695,LAC @ DAL,L,0.333,10,9,47,9,4.0,32,1,2
10,Kawhi Leonard,202695,LAC @ DAL,W,0.25,13,9,39,9,8.0,36,1,2
11,Kawhi Leonard,202695,LAC vs. DAL,L,0.333,10,13,41,10,2.0,35,0,1
12,Kawhi Leonard,202695,LAC vs. DAL,W,0.143,11,6,38,12,6.0,29,0,3
13,Kawhi Leonard,202695,TOR @ GSW,W,0.2,7,7,41,6,3.0,22,1,2
14,Kawhi Leonard,202695,TOR vs. GSW,L,0.286,9,6,41,12,6.0,26,2,2
15,Kawhi Leonard,202695,TOR @ GSW,W,0.556,11,9,41,12,2.0,36,1,4
16,Kawhi Leonard,202695,TOR @ GSW,W,0.333,9,10,38,7,6.0,30,2,2
17,Kawhi Leonard,202695,TOR vs. GSW,L,0.222,8,16,39,14,3.0,34,1,1
18,Kawhi Leonard,202695,TOR vs. GSW,W,0.5,5,10,43,8,5.0,23,0,1
19,Kawhi Leonard,202695,TOR vs. MIL,W,0.125,9,8,41,17,7.0,27,2,2
20,Kawhi Leonard,202695,TOR @ MIL,W,0.625,11,8,40,7,9.0,35,0,2
21,Kawhi Leonard,202695,TOR vs. MIL,W,0.333,6,6,34,7,1.0,19,2,4
22,Kawhi Leonard,202695,TOR vs. MIL,W,0.5,11,12,52,9,5.0,36,1,2
23,Kawhi Leonard,202695,TOR @ MIL,L,0.25,10,10,38,8,2.0,31,1,0
24,Kawhi Leonard,202695,TOR @ MIL,L,0.2,10,10,42,9,2.0,31,0,3
25,Kawhi Leonard,202695,TOR vs. PHI,W,0.222,16,7,43,8,3.0,41,0,3
26,Kawhi Leonard,202695,TOR @ PHI,L,0.0,9,11,40,12,5.0,29,0,1
27,Kawhi Leonard,202695,TOR vs. PHI,W,0.0,7,7,36,13,4.0,21,0,2
28,Kawhi Leonard,202695,TOR @ PHI,W,0.714,13,8,43,14,5.0,39,0,0
29,Kawhi Leonard,202695,TOR @ PHI,L,0.5,13,5,37,4,3.0,33,1,0
30,Kawhi Leonard,202695,TOR vs. PHI,L,0.3,13,6,42,7,6.0,35,0,1
31,Kawhi Leonard,202695,TOR vs. PHI,W,0.429,16,10,38,11,2.0,45,1,2
32,Kawhi Leonard,202695,TOR vs. ORL,W,1.0,8,6,32,7,2.0,27,0,1
33,Kawhi Leonard,202695,TOR @ ORL,W,0.4,12,8,35,6,2.0,34,2,2
34,Kawhi Leonard,202695,TOR @ ORL,W,0.0,5,6,37,10,4.0,16,0,1
35,Kawhi Leonard,202695,TOR vs. ORL,W,0.5,15,3,33,4,4.0,37,0,2
36,Kawhi Leonard,202695,TOR vs. ORL,L,0.6,10,2,33,6,3.0,25,0,0
37,Kawhi Leonard,202695,SAS @ GSW,L,0.25,7,11,24,8,3.0,26,0,1
38,Kawhi Leonard,202695,SAS vs. HOU,W,0.25,8,5,38,15,4.0,22,2,2
39,Kawhi Leonard,202695,SAS @ HOU,L,0.25,7,1,30,6,4.0,16,1,1
40,Kawhi Leonard,202695,SAS @ HOU,W,0.667,9,6,41,10,7.0,26,0,1
41,Kawhi Leonard,202695,SAS vs. HOU,W,0.75,13,5,38,7,8.0,34,1,3
42,Kawhi Leonard,202695,SAS vs. HOU,L,0.429,5,8,32,11,6.0,21,1,0
43,Kawhi Leonard,202695,SAS @ MEM,W,0.2,8,12,40,9,4.0,29,0,3
44,Kawhi Leonard,202695,SAS vs. MEM,W,0.6,9,7,39,1,6.0,28,0,1
45,Kawhi Leonard,202695,SAS @ MEM,L,0.7,14,8,44,8,3.0,43,0,6
46,Kawhi Leonard,202695,SAS @ MEM,L,0.5,6,4,30,4,3.0,18,1,0
47,Kawhi Leonard,202695,SAS vs. MEM,W,0.0,9,19,40,11,2.0,37,0,0
48,Kawhi Leonard,202695,SAS vs. MEM,W,0.333,11,9,32,3,5.0,32,0,2
49,Kawhi Leonard,202695,SAS @ OKC,L,0.25,9,3,37,9,5.0,22,0,3
50,Kawhi Leonard,202695,SAS vs. OKC,L,0.25,12,1,39,6,4.0,26,0,5
51,Kawhi Leonard,202695,SAS @ OKC,L,0.0,7,7,40,6,2.0,21,0,4
52,Kawhi Leonard,202695,SAS @ OKC,W,0.75,9,10,39,11,3.0,31,1,1
53,Kawhi Leonard,202695,SAS vs. OKC,L,0.0,7,0,36,7,3.0,14,2,2
54,Kawhi Leonard,202695,SAS vs. OKC,W,0.5,10,4,22,5,5.0,25,0,0
55,Kawhi Leonard,202695,SAS @ MEM,W,0.667,6,7,28,7,4.0,21,2,1
56,Kawhi Leonard,202695,SAS @ MEM,W,0.667,11,4,42,7,2.0,32,5,4
57,Kawhi Leonard,202695,SAS vs. MEM,W,0.0,4,5,27,3,0.0,13,1,2
58,Kawhi Leonard,202695,SAS vs. MEM,W,0.5,8,1,29,2,0.0,20,3,4
59,Kawhi Leonard,202695,SAS @ LAC,L,0.25,5,2,33,10,1.0,13,0,0
60,Kawhi Leonard,202695,SAS vs. LAC,L,0.333,3,5,40,7,2.0,12,0,0
61,Kawhi Leonard,202695,SAS @ LAC,W,0.0,5,8,36,9,3.0,18,0,0
62,Kawhi Leonard,202695,SAS vs. LAC,L,0.5,10,3,40,7,5.0,26,1,0
63,Kawhi Leonard,202695,SAS vs. LAC,W,0.6,13,3,28,4,1.0,32,2,3
64,Kawhi Leonard,202695,SAS @ LAC,W,0.667,9,3,39,9,3.0,23,1,1
65,Kawhi Leonard,202695,SAS @ LAC,L,0.5,7,3,33,6,3.0,18,0,4
66,Kawhi Leonard,202695,SAS vs. MIA,W,0.75,7,5,34,10,2.0,22,1,1
67,Kawhi Leonard,202695,SAS @ MIA,W,0.333,7,5,39,14,3.0,20,3,3
68,Kawhi Leonard,202695,SAS @ MIA,W,0.5,10,6,39,4,2.0,29,2,2
69,Kawhi Leonard,202695,SAS vs. MIA,L,0.667,3,1,32,2,3.0,9,0,1
70,Kawhi Leonard,202695,SAS vs. MIA,W,0.667,3,1,24,2,0.0,9,0,1
71,Kawhi Leonard,202695,SAS @ OKC,W,0.2,8,0,44,11,4.0,17,1,1
72,Kawhi Leonard,202695,SAS vs. OKC,W,0.5,4,5,33,7,2.0,14,0,2
73,Kawhi Leonard,202695,SAS @ OKC,L,0.4,3,2,25,5,1.0,10,0,0
74,Kawhi Leonard,202695,SAS @ OKC,L,0.0,4,2,31,3,2.0,10,0,2
75,Kawhi Leonard,202695,SAS vs. OKC,W,0.0,2,0,16,1,4.0,4,1,1
76,Kawhi Leonard,202695,SAS vs. OKC,W,0.25,7,1,39,6,2.0,16,1,3
77,Kawhi Leonard,202695,SAS vs. POR,W,0.75,9,1,35,7,2.0,22,0,5
78,Kawhi Leonard,202695,SAS @ POR,L,0.0,5,1,27,7,3.0,11,2,2
79,Kawhi Leonard,202695,SAS @ POR,W,0.333,4,7,29,10,0.0,16,0,1
80,Kawhi Leonard,202695,SAS vs. POR,W,1.0,8,0,28,5,0.0,20,2,2
81,Kawhi Leonard,202695,SAS vs. POR,W,0.25,6,3,33,9,1.0,16,0,4
82,Kawhi Leonard,202695,SAS vs. DAL,W,0.2,7,0,29,6,1.0,15,0,0
83,Kawhi Leonard,202695,SAS @ DAL,L,0.5,4,3,35,6,1.0,12,0,3
84,Kawhi Leonard,202695,SAS vs. DAL,W,0.5,6,2,35,8,1.0,15,0,0
85,Kawhi Leonard,202695,SAS @ DAL,W,0.0,3,1,38,12,1.0,7,1,0
86,Kawhi Leonard,202695,SAS @ DAL,L,1.0,7,1,38,5,3.0,17,0,5
87,Kawhi Leonard,202695,SAS vs. DAL,L,0.5,1,3,22,5,0.0,6,0,0
88,Kawhi Leonard,202695,SAS vs. DAL,W,0.0,4,3,31,10,0.0,11,0,0
89,Kawhi Leonard,202695,SAS @ MIA,L,0.25,8,2,45,16,0.0,19,1,1
90,Kawhi Leonard,202695,SAS @ MIA,L,0.333,9,3,46,11,0.0,22,0,3
91,Kawhi Leonard,202695,SAS vs. MIA,W,0.5,6,2,33,8,1.0,16,0,3
92,Kawhi Leonard,202695,SAS vs. MIA,L,0.5,5,1,33,7,0.0,12,2,1
93,Kawhi Leonard,202695,SAS vs. MIA,W,0.667,6,0,29,12,2.0,14,0,4
94,Kawhi Leonard,202695,SAS @ MIA,L,0.333,4,0,33,14,2.0,9,0,1
95,Kawhi Leonard,202695,SAS @ MIA,W,0.0,3,4,35,10,1.0,10,0,1
96,Kawhi Leonard,202695,SAS @ MEM,W,0.5,5,0,38,6,1.0,11,0,5
97,Kawhi Leonard,202695,SAS @ MEM,W,0.0,2,0,35,11,0.0,4,1,1
98,Kawhi Leonard,202695,SAS vs. MEM,W,0.4,5,0,40,9,0.0,12,1,0
99,Kawhi Leonard,202695,SAS vs. MEM,W,0.8,7,0,30,2,1.0,18,1,2
100,Kawhi Leonard,202695,SAS @ GSW,W,0.25,6,3,34,10,0.0,16,0,2
101,Kawhi Leonard,202695,SAS vs. GSW,W,0.75,7,0,37,7,1.0,17,0,2
102,Kawhi Leonard,202695,SAS @ GSW,L,0.0,4,3,45,8,2.0,11,0,1
103,Kawhi Leonard,202695,SAS @ GSW,W,1.0,5,4,41,9,1.0,15,0,1
104,Kawhi Leonard,202695,SAS vs. GSW,L,0.0,5,1,43,12,2.0,11,2,1
105,Kawhi Leonard,202695,SAS vs. GSW,W,1.0,7,3,41,9,3.0,18,0,2
106,Kawhi Leonard,202695,SAS @ LAL,W,0.5,5,2,32,7,1.0,13,0,3
107,Kawhi Leonard,202695,SAS @ LAL,W,0.0,5,2,27,4,2.0,12,0,1
108,Kawhi Leonard,202695,SAS vs. LAL,W,0.0,8,0,39,7,0.0,16,1,0
109,Kawhi Leonard,202695,SAS vs. LAL,W,0.333,3,1,36,11,2.0,8,2,2
110,Kawhi Leonard,202695,SAS @ OKC,L,0.333,2,0,41,2,1.0,5,0,1
111,Kawhi Leonard,202695,SAS vs. OKC,L,0.0,1,2,36,10,2.0,4,0,1
112,Kawhi Leonard,202695,SAS @ OKC,L,0.75,7,0,33,9,0.0,17,0,1
113,Kawhi Leonard,202695,SAS @ OKC,L,0.0,1,0,15,6,0.0,2,1,0
114,Kawhi Leonard,202695,SAS vs. OKC,W,0.5,7,1,35,10,0.0,18,2,1
115,Kawhi Leonard,202695,SAS vs. OKC,W,0.333,3,0,25,7,0.0,7,0,1
116,Kawhi Leonard,202695,SAS @ LAC,W,0.0,2,1,24,5,1.0,5,0,1
117,Kawhi Leonard,202695,SAS @ LAC,W,0.6,5,1,37,9,1.0,14,1,2
118,Kawhi Leonard,202695,SAS vs. LAC,W,0.0,2,1,26,6,0.0,5,1,2
119,Kawhi Leonard,202695,SAS vs. LAC,W,1.0,5,3,28,6,1.0,16,1,3
120,Kawhi Leonard,202695,SAS @ UTA,W,0.5,1,0,20,5,0.0,3,0,0
121,Kawhi Leonard,202695,SAS @ UTA,W,0.0,1,0,15,3,0.0,2,0,0
122,Kawhi Leonard,202695,SAS vs. UTA,W,0.75,6,2,25,3,1.0,17,0,2
123,Kawhi Leonard,202695,SAS vs. UTA,W,0.0,2,2,20,2,1.0,6,0,2
