,name,Player_ID,MATCHUP,WL,FG3_PCT,FGM,FTM,MIN,REB,AST,PTS,BLK,STL,Team,Opponent
0,Bill Russel,78049,BOS @ LAL,W,0.0,2,2,48,21,6.0,6,0.0,0.0,BOS,@ LAL
1,Bill Russel,78049,BOS vs. LAL,W,0.0,3,3,48,19,2.0,9,0.0,0.0,BOS,vs. LAL
2,Bill Russel,78049,BOS @ LAL,L,0.0,3,1,48,13,5.0,7,0.0,0.0,BOS,@ LAL
3,Bill Russel,78049,BOS vs. LAL,W,0.0,2,2,48,29,2.0,6,0.0,0.0,BOS,vs. LAL
4,Bill Russel,78049,BOS vs. LAL,W,0.0,5,1,48,18,3.0,11,0.0,0.0,BOS,vs. LAL
5,Bill Russel,78049,BOS @ LAL,L,0.0,4,1,48,21,13.0,9,0.0,0.0,BOS,@ LAL
6,Bill Russel,78049,BOS @ LAL,L,0.0,6,4,48,27,5.0,16,0.0,0.0,BOS,@ LAL
7,Bill Russel,78049,BOS vs. NYK,W,0.0,6,0,48,21,5.0,12,0.0,0.0,BOS,vs. NYK
8,Bill Russel,78049,BOS @ NYK,L,0.0,10,5,48,16,6.0,25,0.0,0.0,BOS,@ NYK
9,Bill Russel,78049,BOS vs. NYK,W,0.0,9,3,48,23,3.0,21,0.0,0.0,BOS,vs. NYK
10,Bill Russel,78049,BOS @ NYK,L,0.0,6,4,48,20,8.0,16,0.0,0.0,BOS,@ NYK
11,Bill Russel,78049,BOS vs. NYK,W,0.0,6,2,40,29,2.0,14,0.0,0.0,BOS,vs. NYK
12,Bill Russel,78049,BOS @ NYK,W,0.0,4,2,48,16,7.0,10,0.0,0.0,BOS,@ NYK
13,Bill Russel,78049,BOS @ PHL,W,0.0,2,1,47,18,6.0,5,0.0,0.0,BOS,@ PHL
14,Bill Russel,78049,BOS vs. PHL,L,0.0,5,4,48,29,5.0,14,0.0,0.0,BOS,vs. PHL
15,Bill Russel,78049,BOS @ PHL,W,0.0,2,5,41,18,8.0,9,0.0,0.0,BOS,@ PHL
16,Bill Russel,78049,BOS vs. PHL,W,0.0,1,1,29,16,4.0,3,0.0,0.0,BOS,vs. PHL
17,Bill Russel,78049,BOS @ PHL,W,0.0,1,0,48,15,8.0,2,0.0,0.0,BOS,@ PHL
18,Bill Russel,78049,BOS @ LAL,W,0.0,5,2,47,19,6.0,12,0.0,0.0,BOS,@ LAL
19,Bill Russel,78049,BOS vs. LAL,W,0.0,8,6,53,25,5.0,22,0.0,0.0,BOS,vs. LAL
20,Bill Russel,78049,BOS @ LAL,L,0.0,2,7,48,22,6.0,11,0.0,0.0,BOS,@ LAL
21,Bill Russel,78049,BOS @ LAL,W,0.0,9,7,48,16,9.0,25,0.0,0.0,BOS,@ LAL
22,Bill Russel,78049,BOS vs. LAL,L,0.0,5,5,48,24,5.0,15,0.0,0.0,BOS,vs. LAL
23,Bill Russel,78049,BOS vs. LAL,W,0.0,5,9,48,25,3.0,19,0.0,0.0,BOS,vs. LAL
24,Bill Russel,78049,BOS @ PHL,W,0.0,4,4,48,26,5.0,12,0.0,0.0,BOS,@ PHL
25,Bill Russel,78049,BOS vs. PHL,W,0.0,6,5,48,31,5.0,17,0.0,0.0,BOS,vs. PHL
26,Bill Russel,78049,BOS @ PHL,W,0.0,4,0,48,24,4.0,8,0.0,0.0,BOS,@ PHL
27,Bill Russel,78049,BOS vs. PHL,L,0.0,9,6,48,24,3.0,24,0.0,0.0,BOS,vs. PHL
28,Bill Russel,78049,BOS @ PHL,L,0.0,4,5,39,20,3.0,13,0.0,0.0,BOS,@ PHL
29,Bill Russel,78049,BOS vs. PHL,L,0.0,5,1,45,20,5.0,11,0.0,0.0,BOS,vs. PHL
30,Bill Russel,78049,BOS @ PHL,W,0.0,5,1,46,22,4.0,11,0.0,0.0,BOS,@ PHL
31,Bill Russel,78049,BOS @ DET,W,0.0,6,3,47,23,9.0,15,0.0,0.0,BOS,@ DET
32,Bill Russel,78049,BOS vs. DET,W,0.0,4,3,48,21,7.0,11,0.0,0.0,BOS,vs. DET
33,Bill Russel,78049,BOS @ DET,W,0.0,5,6,39,21,3.0,16,0.0,0.0,BOS,@ DET
34,Bill Russel,78049,BOS vs. DET,L,0.0,3,0,48,23,7.0,6,0.0,0.0,BOS,vs. DET
35,Bill Russel,78049,BOS @ DET,L,0.0,4,3,35,14,1.0,11,0.0,0.0,BOS,@ DET
36,Bill Russel,78049,BOS vs. DET,W,0.0,6,3,38,34,9.0,15,0.0,0.0,BOS,vs. DET
37,Bill Russel,78049,BOS @ PHL,L,0.0,2,0,42,21,7.0,4,0.0,0.0,BOS,@ PHL
38,Bill Russel,78049,BOS vs. PHL,W,0.0,2,5,48,28,5.0,9,0.0,0.0,BOS,vs. PHL
39,Bill Russel,78049,BOS @ PHL,L,0.0,3,4,48,29,9.0,10,0.0,0.0,BOS,@ PHL
40,Bill Russel,78049,BOS vs. PHL,L,0.0,5,4,48,24,5.0,14,0.0,0.0,BOS,vs. PHL
41,Bill Russel,78049,BOS @ PHL,L,0.0,7,6,42,15,4.0,20,0.0,0.0,BOS,@ PHL
42,Bill Russel,78049,BOS @ NYK,W,0.0,1,2,28,16,2.0,4,0.0,0.0,BOS,@ NYK
43,Bill Russel,78049,BOS vs. NYK,L,0.0,4,4,43,24,4.0,12,0.0,0.0,BOS,vs. NYK
44,Bill Russel,78049,BOS @ NYK,W,0.0,5,5,48,18,6.0,15,0.0,0.0,BOS,@ NYK
45,Bill Russel,78049,BOS vs. NYK,W,0.0,2,3,43,23,8.0,7,0.0,0.0,BOS,vs. NYK
46,Bill Russel,78049,BOS vs. LAL,W,0.0,10,5,48,32,1.0,25,0.0,0.0,BOS,vs. LAL
47,Bill Russel,78049,BOS @ LAL,L,0.0,7,8,48,23,5.0,22,0.0,0.0,BOS,@ LAL
48,Bill Russel,78049,BOS vs. LAL,L,0.0,13,6,48,28,4.0,32,0.0,0.0,BOS,vs. LAL
49,Bill Russel,78049,BOS @ LAL,W,0.0,9,7,48,18,4.0,25,0.0,0.0,BOS,@ LAL
50,Bill Russel,78049,BOS @ LAL,W,0.0,5,4,48,19,3.0,14,0.0,0.0,BOS,@ LAL
51,Bill Russel,78049,BOS vs. LAL,W,0.0,8,3,42,24,4.0,19,0.0,0.0,BOS,vs. LAL
52,Bill Russel,78049,BOS vs. LAL,L,0.0,12,4,53,26,5.0,28,0.0,0.0,BOS,vs. LAL
53,Bill Russel,78049,BOS @ PHL,W,0.0,6,6,48,31,6.0,18,0.0,0.0,BOS,@ PHL
54,Bill Russel,78049,BOS vs. PHL,W,0.0,7,4,53,30,7.0,18,0.0,0.0,BOS,vs. PHL
55,Bill Russel,78049,BOS @ PHL,L,0.0,4,3,0,23,3.0,11,0.0,0.0,BOS,@ PHL
56,Bill Russel,78049,BOS vs. PHL,W,0.0,3,4,0,29,9.0,10,0.0,0.0,BOS,vs. PHL
57,Bill Russel,78049,BOS @ PHL,W,0.0,5,3,0,18,3.0,13,0.0,0.0,BOS,@ PHL
58,Bill Russel,78049,BOS vs. CIN,W,0.0,7,2,0,31,11.0,16,0.0,0.0,BOS,vs. CIN
59,Bill Russel,78049,BOS @ CIN,W,0.0,3,2,0,26,5.0,8,0.0,0.0,BOS,@ CIN
60,Bill Russel,78049,BOS vs. CIN,L,0.0,5,8,0,25,4.0,18,0.0,0.0,BOS,vs. CIN
61,Bill Russel,78049,BOS @ CIN,W,0.0,11,3,0,16,7.0,25,0.0,0.0,BOS,@ CIN
62,Bill Russel,78049,BOS vs. CIN,L,0.0,9,4,0,29,4.0,22,0.0,0.0,BOS,vs. CIN
63,Bill Russel,78049,BOS vs. LAL,W,0.0,6,10,42,30,4.0,22,0.0,0.0,BOS,vs. LAL
64,Bill Russel,78049,BOS @ LAL,W,0.0,4,4,48,23,5.0,12,0.0,0.0,BOS,@ LAL
65,Bill Russel,78049,BOS @ LAL,L,0.0,6,2,45,19,4.0,14,0.0,0.0,BOS,@ LAL
66,Bill Russel,78049,BOS vs. LAL,W,0.0,10,3,48,25,10.0,23,0.0,0.0,BOS,vs. LAL
67,Bill Russel,78049,BOS vs. LAL,W,0.0,7,4,38,28,6.0,18,0.0,0.0,BOS,vs. LAL
68,Bill Russel,78049,BOS vs. PHL,W,0.0,7,1,48,29,8.0,15,0.0,0.0,BOS,vs. PHL
69,Bill Russel,78049,BOS @ PHL,L,0.0,8,6,48,21,5.0,22,0.0,0.0,BOS,@ PHL
70,Bill Russel,78049,BOS vs. PHL,W,0.0,4,4,48,28,7.0,12,0.0,0.0,BOS,vs. PHL
71,Bill Russel,78049,BOS @ PHL,L,0.0,8,2,52,25,8.0,18,0.0,0.0,BOS,@ PHL
72,Bill Russel,78049,BOS vs. PHL,W,0.0,9,1,48,26,8.0,19,0.0,0.0,BOS,vs. PHL
73,Bill Russel,78049,BOS @ PHL,L,0.0,5,2,48,16,5.0,12,0.0,0.0,BOS,@ PHL
74,Bill Russel,78049,BOS vs. PHL,W,0.0,5,1,48,32,6.0,11,0.0,0.0,BOS,vs. PHL
75,Bill Russel,78049,BOS vs. SFW,W,0.0,5,4,48,26,6.0,14,0.0,0.0,BOS,vs. SFW
76,Bill Russel,78049,BOS @ SFW,W,0.0,3,2,48,19,3.0,8,0.0,0.0,BOS,@ SFW
77,Bill Russel,78049,BOS @ SFW,L,0.0,7,2,47,32,3.0,16,0.0,0.0,BOS,@ SFW
78,Bill Russel,78049,BOS vs. SFW,W,0.0,4,1,39,24,9.0,9,0.0,0.0,BOS,vs. SFW
79,Bill Russel,78049,BOS vs. SFW,W,0.0,3,3,32,25,4.0,9,0.0,0.0,BOS,vs. SFW
80,Bill Russel,78049,BOS vs. CIN,W,0.0,7,6,47,35,7.0,20,0.0,0.0,BOS,vs. CIN
81,Bill Russel,78049,BOS @ CIN,L,0.0,1,7,48,24,1.0,9,0.0,0.0,BOS,@ CIN
82,Bill Russel,78049,BOS @ CIN,W,0.0,9,4,48,28,3.0,22,0.0,0.0,BOS,@ CIN
83,Bill Russel,78049,BOS vs. CIN,W,0.0,2,2,48,28,6.0,6,0.0,0.0,BOS,vs. CIN
84,Bill Russel,78049,BOS vs. CIN,W,0.0,6,6,46,31,2.0,18,0.0,0.0,BOS,vs. CIN
85,Bill Russel,78049,BOS @ LAL,W,0.0,5,2,48,24,9.0,12,0.0,0.0,BOS,@ LAL
86,Bill Russel,78049,BOS vs. LAL,L,0.0,7,10,48,27,5.0,24,0.0,0.0,BOS,vs. LAL
87,Bill Russel,78049,BOS @ LAL,W,0.0,8,6,48,19,4.0,22,0.0,0.0,BOS,@ LAL
88,Bill Russel,78049,BOS @ LAL,L,0.0,6,9,48,19,5.0,21,0.0,0.0,BOS,@ LAL
89,Bill Russel,78049,BOS vs. LAL,W,0.0,6,4,48,38,6.0,16,0.0,0.0,BOS,vs. LAL
90,Bill Russel,78049,BOS vs. LAL,W,0.0,10,5,47,29,3.0,25,0.0,0.0,BOS,vs. LAL
91,Bill Russel,78049,BOS vs. CIN,W,0.0,8,4,48,24,4.0,20,0.0,0.0,BOS,vs. CIN
92,Bill Russel,78049,BOS @ CIN,L,0.0,4,4,48,23,2.0,12,0.0,0.0,BOS,@ CIN
93,Bill Russel,78049,BOS vs. CIN,W,0.0,9,6,48,26,5.0,24,0.0,0.0,BOS,vs. CIN
94,Bill Russel,78049,BOS @ CIN,W,0.0,8,10,46,21,7.0,26,0.0,0.0,BOS,@ CIN
95,Bill Russel,78049,BOS vs. CIN,L,0.0,8,3,48,28,5.0,19,0.0,0.0,BOS,vs. CIN
96,Bill Russel,78049,BOS @ CIN,W,0.0,10,6,44,24,5.0,26,0.0,0.0,BOS,@ CIN
97,Bill Russel,78049,BOS vs. CIN,L,0.0,7,3,48,24,6.0,17,0.0,0.0,BOS,vs. CIN
98,Bill Russel,78049,BOS vs. LAL,W,0.0,8,14,53,40,4.0,30,0.0,0.0,BOS,vs. LAL
99,Bill Russel,78049,BOS @ LAL,W,0.0,6,7,48,24,10.0,19,0.0,0.0,BOS,@ LAL
100,Bill Russel,78049,BOS vs. LAL,L,0.0,10,6,48,29,3.0,26,0.0,0.0,BOS,vs. LAL
101,Bill Russel,78049,BOS @ LAL,W,0.0,8,5,48,22,6.0,21,0.0,0.0,BOS,@ LAL
102,Bill Russel,78049,BOS @ LAL,L,0.0,9,8,48,23,6.0,26,0.0,0.0,BOS,@ LAL
103,Bill Russel,78049,BOS vs. LAL,L,0.0,10,3,48,23,5.0,23,0.0,0.0,BOS,vs. LAL
104,Bill Russel,78049,BOS vs. LAL,W,0.0,6,3,45,28,6.0,15,0.0,0.0,BOS,vs. LAL
105,Bill Russel,78049,BOS vs. PHW,W,0.0,7,5,48,22,1.0,19,0.0,0.0,BOS,vs. PHW
106,Bill Russel,78049,BOS @ PHW,L,0.0,8,3,48,22,2.0,19,0.0,0.0,BOS,@ PHW
107,Bill Russel,78049,BOS vs. PHW,W,0.0,10,9,48,26,7.0,29,0.0,0.0,BOS,vs. PHW
108,Bill Russel,78049,BOS @ PHW,L,0.0,11,9,48,30,4.0,31,0.0,0.0,BOS,@ PHW
109,Bill Russel,78049,BOS vs. PHW,W,0.0,12,7,48,31,6.0,31,0.0,0.0,BOS,vs. PHW
110,Bill Russel,78049,BOS @ PHW,L,0.0,4,1,48,20,6.0,9,0.0,0.0,BOS,@ PHW
111,Bill Russel,78049,BOS vs. PHW,W,0.0,7,2,46,30,4.0,16,0.0,0.0,BOS,vs. PHW
112,Bill Russel,78049,BOS vs. STL,W,0.0,9,12,48,38,3.0,30,0.0,0.0,BOS,vs. STL
113,Bill Russel,78049,BOS @ STL,W,0.0,5,4,48,24,2.0,14,0.0,0.0,BOS,@ STL
114,Bill Russel,78049,BOS @ STL,L,0.0,10,4,48,23,9.0,24,0.0,0.0,BOS,@ STL
115,Bill Russel,78049,BOS vs. STL,W,0.0,2,1,48,28,4.0,5,0.0,0.0,BOS,vs. STL
116,Bill Russel,78049,BOS vs. STL,W,0.0,7,1,41,31,4.0,15,0.0,0.0,BOS,vs. STL
117,Bill Russel,78049,BOS vs. SYR,W,0.0,11,3,45,33,3.0,25,0.0,0.0,BOS,vs. SYR
118,Bill Russel,78049,BOS @ SYR,W,0.0,7,7,47,26,8.0,21,0.0,0.0,BOS,@ SYR
119,Bill Russel,78049,BOS vs. SYR,W,0.0,8,2,41,39,5.0,18,0.0,0.0,BOS,vs. SYR
120,Bill Russel,78049,BOS @ SYR,L,0.0,6,5,48,23,5.0,17,0.0,0.0,BOS,@ SYR
121,Bill Russel,78049,BOS vs. SYR,W,0.0,8,6,48,34,5.0,22,0.0,0.0,BOS,vs. SYR
122,Bill Russel,78049,BOS vs. STL,W,0.0,7,8,47,35,4.0,22,0.0,0.0,BOS,vs. STL
123,Bill Russel,78049,BOS @ STL,L,0.0,6,5,48,16,3.0,17,0.0,0.0,BOS,@ STL
124,Bill Russel,78049,BOS vs. STL,W,0.0,7,3,45,26,3.0,17,0.0,0.0,BOS,vs. STL
125,Bill Russel,78049,BOS @ STL,L,0.0,3,7,48,19,0.0,13,0.0,0.0,BOS,@ STL
126,Bill Russel,78049,BOS @ STL,W,0.0,4,7,48,19,3.0,15,0.0,0.0,BOS,@ STL
127,Bill Russel,78049,BOS vs. STL,L,0.0,8,5,48,40,1.0,21,0.0,0.0,BOS,vs. STL
128,Bill Russel,78049,BOS vs. STL,W,0.0,5,2,31,19,7.0,12,0.0,0.0,BOS,vs. STL
129,Bill Russel,78049,BOS @ PHW,W,0.0,11,3,48,25,3.0,25,0.0,0.0,BOS,@ PHW
130,Bill Russel,78049,BOS vs. PHW,L,0.0,9,4,38,27,4.0,22,0.0,0.0,BOS,vs. PHW
131,Bill Russel,78049,BOS @ PHW,W,0.0,6,5,48,21,2.0,17,0.0,0.0,BOS,@ PHW
132,Bill Russel,78049,BOS vs. PHW,W,0.0,12,2,40,39,5.0,26,0.0,0.0,BOS,vs. PHW
133,Bill Russel,78049,BOS @ PHW,L,0.0,7,1,36,20,2.0,15,0.0,0.0,BOS,@ PHW
134,Bill Russel,78049,BOS vs. PHW,W,0.0,9,1,47,30,1.0,19,0.0,0.0,BOS,vs. PHW
135,Bill Russel,78049,BOS @ MNL,W,0.0,5,5,48,30,0.0,15,0.0,0.0,BOS,@ MNL
136,Bill Russel,78049,BOS @ MNL,W,0.0,3,2,48,30,8.0,8,0.0,0.0,BOS,@ MNL
137,Bill Russel,78049,BOS vs. MNL,W,0.0,2,5,47,30,0.0,9,0.0,0.0,BOS,vs. MNL
138,Bill Russel,78049,BOS vs. MNL,W,0.0,2,1,43,28,7.0,5,0.0,0.0,BOS,vs. MNL
139,Bill Russel,78049,BOS vs. SYR,W,0.0,8,2,46,32,2.0,18,0.0,0.0,BOS,vs. SYR
140,Bill Russel,78049,BOS @ SYR,L,0.0,8,9,48,24,0.0,25,0.0,0.0,BOS,@ SYR
141,Bill Russel,78049,BOS vs. SYR,W,0.0,8,2,44,32,0.0,18,0.0,0.0,BOS,vs. SYR
142,Bill Russel,78049,BOS @ SYR,L,0.0,7,6,48,21,0.0,20,0.0,0.0,BOS,@ SYR
143,Bill Russel,78049,BOS vs. SYR,W,0.0,6,3,33,27,0.0,15,0.0,0.0,BOS,vs. SYR
144,Bill Russel,78049,BOS @ SYR,L,0.0,7,5,48,19,0.0,19,0.0,0.0,BOS,@ SYR
145,Bill Russel,78049,BOS vs. SYR,W,0.0,9,1,43,32,0.0,19,0.0,0.0,BOS,vs. SYR
146,Bill Russel,78049,BOS @ STL,L,0.0,2,4,24,8,0.0,8,0.0,0.0,BOS,@ STL
147,Bill Russel,78049,BOS @ STL,L,0.0,4,6,30,13,0.0,14,0.0,0.0,BOS,@ STL
148,Bill Russel,78049,BOS vs. STL,W,0.0,7,8,43,27,0.0,22,0.0,0.0,BOS,vs. STL
149,Bill Russel,78049,BOS vs. STL,L,0.0,4,6,40,29,0.0,14,0.0,0.0,BOS,vs. STL
150,Bill Russel,78049,BOS vs. PHW,W,0.0,6,6,46,30,2.0,18,0.0,0.0,BOS,vs. PHW
151,Bill Russel,78049,BOS @ PHW,L,0.0,6,0,44,21,4.0,12,0.0,0.0,BOS,@ PHW
152,Bill Russel,78049,BOS vs. PHW,W,0.0,6,2,48,40,6.0,14,0.0,0.0,BOS,vs. PHW
153,Bill Russel,78049,BOS @ PHW,W,0.0,7,2,41,28,2.0,16,0.0,0.0,BOS,@ PHW
154,Bill Russel,78049,BOS vs. PHW,W,0.0,6,6,39,25,1.0,18,0.0,0.0,BOS,vs. PHW
155,Bill Russel,78049,BOS vs. STL,W,0.0,7,5,54,32,2.0,19,0.0,0.0,BOS,vs. STL
156,Bill Russel,78049,BOS @ STL,L,0.0,5,7,46,23,0.0,17,0.0,0.0,BOS,@ STL
157,Bill Russel,78049,BOS vs. STL,W,0.0,5,4,36,23,3.0,14,0.0,0.0,BOS,vs. STL
158,Bill Russel,78049,BOS @ STL,W,0.0,7,3,44,20,5.0,17,0.0,0.0,BOS,@ STL
159,Bill Russel,78049,BOS @ STL,L,0.0,4,0,38,19,0.0,8,0.0,0.0,BOS,@ STL
160,Bill Russel,78049,BOS vs. STL,W,0.0,5,1,31,25,0.0,11,0.0,0.0,BOS,vs. STL
161,Bill Russel,78049,BOS vs. STL,L,0.0,3,1,42,18,4.0,7,0.0,0.0,BOS,vs. STL
162,Bill Russel,78049,BOS vs. SYR,W,0.0,4,2,41,23,0.0,10,0.0,0.0,BOS,vs. SYR
163,Bill Russel,78049,BOS @ SYR,W,0.0,7,6,44,30,7.0,20,0.0,0.0,BOS,@ SYR
164,Bill Russel,78049,BOS vs. SYR,W,0.0,7,2,33,31,0.0,16,0.0,0.0,BOS,vs. SYR
165,Wilt Chamberlain,76375,LAL vs. NYK,L,0.0,9,5,48,21,3.0,23,0.0,0.0,LAL,vs. NYK
166,Wilt Chamberlain,76375,LAL @ NYK,L,0.0,4,5,48,19,5.0,13,0.0,0.0,LAL,@ NYK
167,Wilt Chamberlain,76375,LAL @ NYK,L,0.0,2,1,48,13,5.0,5,0.0,0.0,LAL,@ NYK
168,Wilt Chamberlain,76375,LAL vs. NYK,L,0.0,2,1,48,20,0.0,5,0.0,0.0,LAL,vs. NYK
169,Wilt Chamberlain,76375,LAL vs. NYK,W,0.0,5,2,48,20,6.0,12,0.0,0.0,LAL,vs. NYK
170,Wilt Chamberlain,76375,LAL vs. GOS,W,0.0,2,1,46,22,7.0,5,0.0,0.0,LAL,vs. GOS
171,Wilt Chamberlain,76375,LAL @ GOS,L,0.0,4,1,48,16,3.0,9,0.0,0.0,LAL,@ GOS
172,Wilt Chamberlain,76375,LAL @ GOS,W,0.0,2,8,39,25,3.0,12,0.0,0.0,LAL,@ GOS
173,Wilt Chamberlain,76375,LAL vs. GOS,W,0.0,1,3,48,30,4.0,5,0.0,0.0,LAL,vs. GOS
174,Wilt Chamberlain,76375,LAL vs. GOS,W,0.0,2,0,44,25,2.0,4,0.0,0.0,LAL,vs. GOS
175,Wilt Chamberlain,76375,LAL vs. CHI,W,0.0,10,1,48,28,4.0,21,0.0,0.0,LAL,vs. CHI
176,Wilt Chamberlain,76375,LAL @ CHI,L,0.0,4,6,48,26,4.0,14,0.0,0.0,LAL,@ CHI
177,Wilt Chamberlain,76375,LAL vs. CHI,W,0.0,8,5,48,29,4.0,21,0.0,0.0,LAL,vs. CHI
178,Wilt Chamberlain,76375,LAL @ CHI,L,0.0,3,5,47,30,0.0,11,0.0,0.0,LAL,@ CHI
179,Wilt Chamberlain,76375,LAL @ CHI,L,0.0,1,0,44,18,3.0,2,0.0,0.0,LAL,@ CHI
180,Wilt Chamberlain,76375,LAL vs. CHI,W,0.0,2,0,48,21,5.0,4,0.0,0.0,LAL,vs. CHI
181,Wilt Chamberlain,76375,LAL vs. CHI,W,0.0,3,5,53,20,2.0,11,0.0,0.0,LAL,vs. CHI
182,Wilt Chamberlain,76375,LAL vs. NYK,W,0.0,10,4,47,29,4.0,24,0.0,0.0,LAL,vs. NYK
183,Wilt Chamberlain,76375,LAL @ NYK,W,0.0,5,2,53,24,3.0,12,0.0,0.0,LAL,@ NYK
184,Wilt Chamberlain,76375,LAL @ NYK,W,0.0,9,8,48,20,1.0,26,0.0,0.0,LAL,@ NYK
185,Wilt Chamberlain,76375,LAL vs. NYK,W,0.0,10,3,48,24,4.0,23,0.0,0.0,LAL,vs. NYK
186,Wilt Chamberlain,76375,LAL vs. NYK,L,0.0,5,2,40,19,1.0,12,0.0,0.0,LAL,vs. NYK
187,Wilt Chamberlain,76375,LAL @ MIL,W,0.0,8,4,48,24,2.0,20,0.0,0.0,LAL,@ MIL
188,Wilt Chamberlain,76375,LAL vs. MIL,W,0.0,2,8,45,26,6.0,12,0.0,0.0,LAL,vs. MIL
189,Wilt Chamberlain,76375,LAL @ MIL,L,0.0,2,1,44,11,4.0,5,0.0,0.0,LAL,@ MIL
190,Wilt Chamberlain,76375,LAL @ MIL,W,0.0,1,5,47,14,4.0,7,0.0,0.0,LAL,@ MIL
191,Wilt Chamberlain,76375,LAL vs. MIL,W,0.0,3,5,48,17,4.0,11,0.0,0.0,LAL,vs. MIL
192,Wilt Chamberlain,76375,LAL vs. MIL,L,0.0,3,4,43,24,0.0,10,0.0,0.0,LAL,vs. MIL
193,Wilt Chamberlain,76375,LAL @ CHI,W,0.0,4,0,48,31,8.0,8,0.0,0.0,LAL,@ CHI
194,Wilt Chamberlain,76375,LAL @ CHI,W,0.0,6,4,48,14,0.0,16,0.0,0.0,LAL,@ CHI
195,Wilt Chamberlain,76375,LAL vs. CHI,W,0.0,9,6,48,21,2.0,24,0.0,0.0,LAL,vs. CHI
196,Wilt Chamberlain,76375,LAL vs. CHI,W,0.0,3,4,48,17,6.0,10,0.0,0.0,LAL,vs. CHI
197,Wilt Chamberlain,76375,LAL @ MIL,L,0.0,10,3,46,12,4.0,23,0.0,0.0,LAL,@ MIL
198,Wilt Chamberlain,76375,LAL vs. MIL,L,0.0,7,1,34,16,2.0,15,0.0,0.0,LAL,vs. MIL
199,Wilt Chamberlain,76375,LAL vs. MIL,W,0.0,9,6,48,24,3.0,24,0.0,0.0,LAL,vs. MIL
200,Wilt Chamberlain,76375,LAL @ MIL,L,0.0,10,6,48,22,0.0,26,0.0,0.0,LAL,@ MIL
201,Wilt Chamberlain,76375,LAL @ MIL,L,0.0,10,2,46,20,1.0,22,0.0,0.0,LAL,@ MIL
202,Wilt Chamberlain,76375,LAL vs. CHI,W,0.0,7,11,48,19,9.0,25,0.0,0.0,LAL,vs. CHI
203,Wilt Chamberlain,76375,LAL @ CHI,L,0.0,4,5,48,33,9.0,13,0.0,0.0,LAL,@ CHI
204,Wilt Chamberlain,76375,LAL vs. CHI,W,0.0,4,0,45,14,7.0,8,0.0,0.0,LAL,vs. CHI
205,Wilt Chamberlain,76375,LAL @ CHI,L,0.0,4,4,47,23,7.0,12,0.0,0.0,LAL,@ CHI
206,Wilt Chamberlain,76375,LAL @ CHI,L,0.0,3,2,48,18,6.0,8,0.0,0.0,LAL,@ CHI
207,Wilt Chamberlain,76375,LAL vs. CHI,W,0.0,11,4,48,20,2.0,26,0.0,0.0,LAL,vs. CHI
208,Wilt Chamberlain,76375,LAL vs. CHI,W,0.0,6,6,48,21,3.0,18,0.0,0.0,LAL,vs. CHI
209,Wilt Chamberlain,76375,LAL @ NYK,L,0.0,10,1,48,24,4.0,21,0.0,0.0,LAL,@ NYK
210,Wilt Chamberlain,76375,LAL vs. NYK,W,0.0,20,5,46,27,3.0,45,0.0,0.0,LAL,vs. NYK
211,Wilt Chamberlain,76375,LAL @ NYK,L,0.0,9,4,45,19,3.0,22,0.0,0.0,LAL,@ NYK
212,Wilt Chamberlain,76375,LAL vs. NYK,W,0.0,7,4,49,25,7.0,18,0.0,0.0,LAL,vs. NYK
213,Wilt Chamberlain,76375,LAL vs. NYK,L,0.0,7,7,53,26,4.0,21,0.0,0.0,LAL,vs. NYK
214,Wilt Chamberlain,76375,LAL @ NYK,W,0.0,9,1,44,24,2.0,19,0.0,0.0,LAL,@ NYK
215,Wilt Chamberlain,76375,LAL @ NYK,L,0.0,8,1,48,24,5.0,17,0.0,0.0,LAL,@ NYK
216,Wilt Chamberlain,76375,LAL vs. ATL,W,0.0,5,1,46,21,3.0,11,0.0,0.0,LAL,vs. ATL
217,Wilt Chamberlain,76375,LAL vs. ATL,W,0.0,5,8,53,26,2.0,18,0.0,0.0,LAL,vs. ATL
218,Wilt Chamberlain,76375,LAL @ ATL,W,0.0,10,4,48,24,4.0,24,0.0,0.0,LAL,@ ATL
219,Wilt Chamberlain,76375,LAL @ ATL,W,0.0,6,4,48,17,8.0,16,0.0,0.0,LAL,@ ATL
220,Wilt Chamberlain,76375,LAL vs. PHX,W,0.0,11,8,43,27,6.0,30,0.0,0.0,LAL,vs. PHX
221,Wilt Chamberlain,76375,LAL @ PHX,W,0.0,4,4,48,26,11.0,12,0.0,0.0,LAL,@ PHX
222,Wilt Chamberlain,76375,LAL vs. PHX,W,0.0,12,12,46,14,3.0,36,0.0,0.0,LAL,vs. PHX
223,Wilt Chamberlain,76375,LAL @ PHX,L,0.0,12,5,48,19,0.0,29,0.0,0.0,LAL,@ PHX
224,Wilt Chamberlain,76375,LAL @ PHX,L,0.0,5,1,45,12,7.0,11,0.0,0.0,LAL,@ PHX
225,Wilt Chamberlain,76375,LAL vs. PHX,L,0.0,6,7,48,25,4.0,19,0.0,0.0,LAL,vs. PHX
226,Wilt Chamberlain,76375,LAL vs. PHX,W,0.0,12,5,45,19,5.0,29,0.0,0.0,LAL,vs. PHX
227,Wilt Chamberlain,76375,LAL vs. BOS,L,0.0,7,4,43,27,3.0,18,0.0,0.0,LAL,vs. BOS
